Date,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA
2022-11-14,146.07626342773438,98.48999786376953,95.04446411132812,113.52017974853516,235.6869659423828,16.27544403076172,190.9499969482422
2022-11-15,147.81008911132812,98.94000244140625,97.76569366455078,116.36266326904297,236.09678649902344,16.645999908447266,194.4199981689453
2022-11-16,146.57867431640625,97.12000274658203,98.17288970947266,112.53623962402344,236.5272979736328,15.890909194946289,186.9199981689453
2022-11-17,148.4800262451172,94.8499984741211,97.68624877929688,110.76714324951172,236.47836303710938,15.658186912536621,183.1699981689453
2022-11-18,149.04153442382812,94.13999938964844,96.76261138916016,111.36347961425781,236.0282745361328,15.390508651733398,180.19000244140625
2022-11-21,145.81027221679688,92.45999908447266,94.94515228271484,109.1868896484375,236.8404083251953,15.298620223999023,167.8699951171875
2022-11-22,147.947998046875,93.19999694824219,96.38522338867188,110.75721740722656,239.7562713623047,16.018753051757812,169.91000366210938
2022-11-23,148.82481384277344,94.12999725341797,97.78556060791016,111.55230712890625,242.2513885498047,16.499176025390625,183.1999969482422
2022-11-25,145.90878295898438,93.41000366210938,96.79241180419922,110.72740173339844,242.16331481933594,16.250476837158203,182.86000061035156
2022-11-28,142.0766143798828,93.94999694824219,95.39207458496094,108.11351013183594,236.55667114257812,15.808006286621094,182.9199981689453
2022-11-29,139.07191467285156,92.41999816894531,94.5379638671875,108.78934478759766,235.1574249267578,15.620232582092285,180.8300018310547
2022-11-30,145.8299560546875,96.54000091552734,100.29823303222656,117.37641143798828,249.64871215820312,16.907014846801758,194.6999969482422
2022-12-01,146.10577392578125,95.5,100.29823303222656,119.70207977294922,249.2083740234375,17.118820190429688,194.6999969482422
2022-12-02,145.6132354736328,94.12999725341797,99.75200653076172,122.73338317871094,249.53128051757812,16.860057830810547,194.86000061035156
2022-12-05,144.45077514648438,91.01000213623047,98.798583984375,121.67987060546875,244.8150177001953,16.594314575195312,182.4499969482422
2022-12-06,140.78607177734375,88.25,96.3156967163086,113.42079162597656,239.84432983398438,15.971900939941406,179.82000732421875
2022-12-07,138.84535217285156,88.45999908447266,94.2896728515625,113.23196411132812,239.11048889160156,16.104778289794922,174.0399932861328
2022-12-08,140.52992248535156,90.3499984741211,93.0680923461914,114.62338256835938,242.0752716064453,17.152786254882812,173.44000244140625
2022-12-09,140.04722595214844,89.08999633789062,92.19412994384766,115.18988800048828,240.13790893554688,16.98494529724121,179.0500030517578
2022-12-12,142.34259033203125,90.55000305175781,92.67084503173828,114.0071792602539,247.07525634765625,17.518442153930664,167.82000732421875
2022-12-13,143.30801391601562,92.48999786376953,94.97494506835938,119.41384887695312,251.390380859375,18.054933547973633,160.9499969482422
