Date,avg_corr_3m
2023-08-25,0.4239123109612031
2023-08-28,0.4434379418592094
2023-08-29,0.45878037559821144
2023-08-30,0.4556094911695805
2023-08-31,0.45688347359448706
2023-09-01,0.4576577756185172
2023-09-05,0.45027398770110444
2023-09-06,0.4537565997704611
2023-09-07,0.4496430561572848
2023-09-08,0.4380613279667963
2023-09-11,0.43699414224190225
2023-09-12,0.4436681834953597
2023-09-13,0.4352015488380984
2023-09-14,0.4376047716397671
2023-09-15,0.4468938267221021
2023-09-18,0.4474718457217877
2023-09-19,0.4456233107886311
2023-09-20,0.45688593912267145
2023-09-21,0.46744665277221303
2023-09-22,0.4599973736715783
2023-09-25,0.45718788009065847
2023-09-26,0.4627693563482368
2023-09-27,0.44711934909860107
2023-09-28,0.44185676339761876
2023-09-29,0.44189287084376855
2023-10-02,0.4437940269459167
2023-10-03,0.45221655309939507
2023-10-04,0.4661366941596052
2023-10-05,0.4648981299264066
2023-10-06,0.4738140148489142
2023-10-09,0.4765002069679105
2023-10-10,0.4753863019883532
2023-10-11,0.47837108343552803
2023-10-12,0.47732147231373584
2023-10-13,0.47975587315797746
2023-10-16,0.4775516202392013
2023-10-17,0.47302728881352046
2023-10-18,0.4824637276587475
2023-10-19,0.4851013143040309
2023-10-20,0.4970494120077413
2023-10-23,0.47966193340339996
2023-10-24,0.48004488546654384
2023-10-25,0.453255455560758
2023-10-26,0.46902580220135404
2023-10-27,0.49018463630344056
2023-10-30,0.48640317595703486
2023-10-31,0.48555432962323136
2023-11-01,0.5023250769813477
2023-11-02,0.5050214084998009
2023-11-03,0.4922762682566732
2023-11-06,0.5332226725663867
2023-11-07,0.5346369977237716
2023-11-08,0.5416867616186165
2023-11-09,0.5413488484108084
2023-11-10,0.544466740432026
2023-11-13,0.5418892885396771
2023-11-14,0.5475040430526962
2023-11-15,0.5480603829240283
2023-11-16,0.541376483473966
2023-11-17,0.5353325099312674
2023-11-20,0.5384157999758908
2023-11-21,0.5361169833661454
2023-11-22,0.5298635950645417
2023-11-24,0.5279902382462521
2023-11-27,0.524606316824546
2023-11-28,0.5225175023934042
2023-11-29,0.5229961723766594
2023-11-30,0.507407593165398
2023-12-01,0.5107852005437911
2023-12-04,0.5196962029445603
2023-12-05,0.5192112775974871
2023-12-06,0.5213479529149819
2023-12-07,0.5251585014725715
2023-12-08,0.5337770801145196
2023-12-11,0.5400489137293295
2023-12-12,0.5397649971820447
2023-12-13,0.5338051333803472
2023-12-14,0.5300608505807654
2023-12-15,0.5292320178832673
2023-12-18,0.5199637973641795
2023-12-19,0.5235474902251518
2023-12-20,0.5250815640865228
2023-12-21,0.5150310101050797
2023-12-22,0.5069186774181135
2023-12-26,0.509779179099765
2023-12-27,0.5036754014966826
2023-12-28,0.5066137908742249
2023-12-29,0.5082986902834329
2024-01-02,0.5108822724570499
2024-01-03,0.5050298484087792
2024-01-04,0.4916324049137922
2024-01-05,0.4806568427280426
2024-01-08,0.4872641658222235
2024-01-09,0.4841184359407591
2024-01-10,0.4861672251630134
2024-01-11,0.48655172937763197
2024-01-12,0.4806227150188887
2024-01-16,0.4645576030045976
2024-01-17,0.46386588105160437
2024-01-18,0.4673554283639878
2024-01-19,0.45982904052353935
2024-01-22,0.4453593235640178
2024-01-23,0.44543260591273776
2024-01-24,0.4449755009722383
2024-01-25,0.43250900127727643
2024-01-26,0.45718787308436376
2024-01-29,0.4449674986597018
2024-01-30,0.4455442670304391
2024-01-31,0.4782482655156454
2024-02-01,0.48290251031933284
2024-02-02,0.40794143394679366
2024-02-05,0.3926388087180559
2024-02-06,0.3889102713101981
2024-02-07,0.3905363953417843
2024-02-08,0.389121159663756
2024-02-09,0.3930125356835588
2024-02-12,0.38124840409176275
2024-02-13,0.3896854543397441
2024-02-14,0.39498903171675825
2024-02-15,0.3741642469966382
2024-02-16,0.3808655634662018
2024-02-20,0.3914361357612779
2024-02-21,0.3854108981869149
2024-02-22,0.3919910694056973
2024-02-23,0.3991637269259296
2024-02-26,0.3904852778213488
2024-02-27,0.38849439176999023
2024-02-28,0.3886687327445085
2024-02-29,0.3899052324826987
2024-03-01,0.3851514805658387
2024-03-04,0.38994038171725987
2024-03-05,0.3890581017196001
2024-03-06,0.38710316264624633
2024-03-07,0.3923316270369127
2024-03-08,0.3823140818500548
2024-03-11,0.37362019373092886
2024-03-12,0.37022122655283385
2024-03-13,0.37064797914751924
2024-03-14,0.3603646894798808
2024-03-15,0.3682896174717931
2024-03-18,0.3700162163132066
2024-03-19,0.3693457467069073
2024-03-20,0.3741716483901048
2024-03-21,0.36493391982824874
2024-03-22,0.36139093674703965
2024-03-25,0.359771120297144
2024-03-26,0.35694618142636086
2024-03-27,0.3522625206454367
2024-03-28,0.3543422757495998
2024-04-01,0.3506420410225348
2024-04-02,0.35270155786010815
2024-04-03,0.344390777545791
2024-04-04,0.3413419717043968
2024-04-05,0.33969510842912504
2024-04-08,0.3360098584273229
2024-04-09,0.31975757567835866
2024-04-10,0.32150598230940536
2024-04-11,0.32641409610536837
2024-04-12,0.3286142398725119
2024-04-15,0.3479214818498267
2024-04-16,0.3476511351657099
2024-04-17,0.3510908800191096
2024-04-18,0.34825213708885705
2024-04-19,0.3596499222306103
2024-04-22,0.35218611375950765
2024-04-23,0.3602821182991417
2024-04-24,0.3477532327024059
2024-04-25,0.3307839242338784
2024-04-26,0.33374776397984807
2024-04-29,0.3180676777086337
2024-04-30,0.3273014405759705
2024-05-01,0.30552543565336093
2024-05-02,0.3058320718569322
2024-05-03,0.3226272217062175
2024-05-06,0.32876103175508464
2024-05-07,0.32817661319352665
2024-05-08,0.32542994169803763
2024-05-09,0.32442572251837815
2024-05-10,0.3209162954110917
2024-05-13,0.3166354729521957
2024-05-14,0.3120580390524018
2024-05-15,0.3092456842890653
2024-05-16,0.3137364063508098
2024-05-17,0.3110829399890894
2024-05-20,0.3090781060680437
2024-05-21,0.30637517338109943
2024-05-22,0.30818180526788147
2024-05-23,0.2809719194727358
2024-05-24,0.2838338663189179
2024-05-28,0.2874318638141092
2024-05-29,0.28736789762431136
2024-05-30,0.2875344983211893
2024-05-31,0.2861665100192418
2024-06-03,0.28794959189670355
2024-06-04,0.2876678234162074
2024-06-05,0.2913494173241996
2024-06-06,0.27892150839715635
2024-06-07,0.2795023797575751
2024-06-10,0.2691927474856427
2024-06-11,0.2611278503838722
2024-06-12,0.26901781601509306
2024-06-13,0.26025445158375204
2024-06-14,0.25938900439201673
2024-06-17,0.26586761306945206
2024-06-18,0.26582412771386144
2024-06-20,0.2599442757482957
2024-06-21,0.2504392790652357
2024-06-24,0.2544162075709044
2024-06-25,0.2607166962761377
2024-06-26,0.26051112391671866
2024-06-27,0.2584849324156905
2024-06-28,0.2685850304758711
2024-07-01,0.2724338460631182
2024-07-02,0.2783160330959587
2024-07-03,0.2750228830792106
2024-07-05,0.2773334300184982
2024-07-08,0.27904214896861257
2024-07-09,0.2784577132411379
2024-07-10,0.2806341465180444
2024-07-11,0.32147746654068543
2024-07-12,0.3120855354730212
2024-07-15,0.3060673390563087
2024-07-16,0.28881867863338057
2024-07-17,0.31696372301409753
2024-07-18,0.30829518522334476
2024-07-19,0.3119779690472579
2024-07-22,0.2932546340978884
2024-07-23,0.29253328070902385
2024-07-24,0.35538284921817426
2024-07-25,0.36590364304508016
2024-07-26,0.38703524694692737
2024-07-29,0.4051590819139769
2024-07-30,0.43702720547086776
2024-07-31,0.4366751676547075
2024-08-01,0.41234796289083925
2024-08-02,0.41902940884326856
2024-08-05,0.45035964153631397
2024-08-06,0.4463537251139817
2024-08-07,0.442656079076623
2024-08-08,0.4599034432132213
2024-08-09,0.4616642879880657
2024-08-12,0.4625392901494208
2024-08-13,0.47329613660755904
2024-08-14,0.47162535660524363
2024-08-15,0.47707584517134716
2024-08-16,0.47698640624546024
2024-08-19,0.480122183049951
2024-08-20,0.47857216577432155
2024-08-21,0.4799008433005252
2024-08-22,0.48937285810783265
2024-08-23,0.4903357686732335
2024-08-26,0.4992014946897329
2024-08-27,0.49830929589188083
2024-08-28,0.5005334842930304
2024-08-29,0.49839172637475004
2024-08-30,0.4972663389285852
2024-09-03,0.5133125737896611
2024-09-04,0.5121364713849742
2024-09-05,0.5125513265913512
2024-09-06,0.5239667814237107
2024-09-09,0.5251967936684396
2024-09-10,0.5221104333900681
2024-09-11,0.5317534588813954
2024-09-12,0.5520946820070227
2024-09-13,0.5503181546766979
2024-09-16,0.5504704298319424
2024-09-17,0.5497936737310309
2024-09-18,0.5474266157857253
2024-09-19,0.5613038249349358
2024-09-20,0.5590188944954159
2024-09-23,0.5680400513360988
2024-09-24,0.565523443665319
2024-09-25,0.5669660414135018
2024-09-26,0.5651095346053862
2024-09-27,0.5645548737357934
2024-09-30,0.5616160455468074
2024-10-01,0.5560418317359292
2024-10-02,0.5547548336836832
2024-10-03,0.5533390601506832
2024-10-04,0.5580771011981974
2024-10-07,0.5607612673945452
2024-10-08,0.564140199017252
2024-10-09,0.5619865151591649
2024-10-10,0.5642535695478474
2024-10-11,0.554217372707529
2024-10-14,0.5393476950019837
2024-10-15,0.5359067148446732
2024-10-16,0.5360368634575673
2024-10-17,0.5367806443662664
2024-10-18,0.5246245084392969
2024-10-21,0.5338179793497828
2024-10-22,0.5298849324743446
2024-10-23,0.5354472215724067
2024-10-24,0.5109891355826142
2024-10-25,0.46442409453544686
2024-10-28,0.4664726843303046
2024-10-29,0.46498181893893953
2024-10-30,0.45919069752124875
2024-10-31,0.4737033447304295
2024-11-01,0.46426521762008377
2024-11-04,0.48939310962936683
2024-11-05,0.49202588662730645
2024-11-06,0.45295002744319524
2024-11-07,0.46830901248402734
2024-11-08,0.46780517489293333
2024-11-11,0.4508489788828264
2024-11-12,0.4465601364097919
2024-11-13,0.44476919438711143
2024-11-14,0.4281310272194293
2024-11-15,0.44046600089696014
2024-11-18,0.4326079844291117
2024-11-19,0.434394688030545
2024-11-20,0.4330866108311409
2024-11-21,0.4293388843285638
2024-11-22,0.4260792141363623
2024-11-25,0.40968423701095585
2024-11-26,0.41049531243439474
2024-11-27,0.4105396522011064
2024-11-29,0.4090089319173572
2024-12-02,0.42060664828491834
2024-12-03,0.41620102608874
2024-12-04,0.3952635311993281
2024-12-05,0.39355111479383914
2024-12-06,0.38978442444602185
2024-12-09,0.35307929969168966
2024-12-10,0.3412013984179694
2024-12-11,0.3491086890247325
2024-12-12,0.3421959827082846
2024-12-13,0.34053714499953275
2024-12-16,0.3433078062562789
2024-12-17,0.3452031994727562
2024-12-18,0.3838282282396943
2024-12-19,0.3865140908861508
2024-12-20,0.35964560677310636
2024-12-23,0.359981558580003
2024-12-24,0.3661617427829925
2024-12-26,0.37242828264242794
2024-12-27,0.38303652449760694
2024-12-30,0.38874782355792686
2024-12-31,0.39412855731791363
2025-01-02,0.38643063842192116
2025-01-03,0.3911989896774134
2025-01-06,0.3988490834122703
2025-01-07,0.41183410871500536
2025-01-08,0.406441939258388
2025-01-10,0.40891908104589736
2025-01-13,0.41593782082710673
2025-01-14,0.4177783049246349
2025-01-15,0.4421386598204319
2025-01-16,0.4505637062927885
2025-01-17,0.45721781112800663
2025-01-21,0.44848149067715276
2025-01-22,0.44465258437184463
2025-01-23,0.445462322046203
2025-01-24,0.4315327478171198
2025-01-27,0.3997047340181059
2025-01-28,0.4098367408032694
2025-01-29,0.4109234643249338
2025-01-30,0.3868186177108801
2025-01-31,0.3885441264021095
2025-02-03,0.38284804805916844
2025-02-04,0.3863174860647503
2025-02-05,0.36863265750210633
2025-02-06,0.3652838956932244
2025-02-07,0.3623353921690275
2025-02-10,0.35657519169281593
2025-02-11,0.3514449306589823
2025-02-12,0.35602835438401725
2025-02-13,0.36422824903921025
2025-02-14,0.36703135052952074
2025-02-18,0.36306477259651193
2025-02-19,0.3622917333480913
2025-02-20,0.35756000276083366
2025-02-21,0.36947725577075047
2025-02-24,0.37764813729079505
2025-02-25,0.3816765473083339
2025-02-26,0.3787913925882965
2025-02-27,0.39434106399135577
2025-02-28,0.4018501133484909
2025-03-03,0.4106159366764705
2025-03-04,0.406547603255991
2025-03-05,0.40786956120966
2025-03-06,0.4158780457518387
2025-03-07,0.4158584039660226
2025-03-10,0.4595021842610527
2025-03-11,0.4610343475535293
2025-03-12,0.455815280546729
2025-03-13,0.46255369151808573
2025-03-14,0.48072453150771965
2025-03-17,0.4790155282909678
2025-03-18,0.4861926742259743
2025-03-19,0.47490185658628303
2025-03-20,0.4751593013901933
2025-03-21,0.4825595925758197
2025-03-24,0.49073203569208235
2025-03-25,0.4902982783440689
2025-03-26,0.4983514330552633
2025-03-27,0.49617340375787383
2025-03-28,0.505484017568899
2025-03-31,0.5017199942553539
2025-04-01,0.5041737408729992
2025-04-02,0.5018862430555803
2025-04-03,0.5445420582521058
2025-04-04,0.5700959815985801
2025-04-07,0.5579747613732556
2025-04-08,0.5572370879944045
2025-04-09,0.7030146389146901
2025-04-10,0.7103075080365416
2025-04-11,0.7103285610727719
2025-04-14,0.7081789221317316
2025-04-15,0.7070788443891629
2025-04-16,0.7067817431847331
2025-04-17,0.7058125950415077
2025-04-21,0.7082071156820481
2025-04-22,0.7163947740443668
2025-04-23,0.725757654204974
2025-04-24,0.7289715857414885
2025-04-25,0.7307938523475913
2025-04-28,0.7576345899349699
2025-04-29,0.7585170450927416
2025-04-30,0.7594000166770962
2025-05-01,0.7705886972106064
2025-05-02,0.7628626378115387
2025-05-05,0.763775832990473
2025-05-06,0.784432288832888
2025-05-07,0.7632314323880913
2025-05-08,0.7662064882690119
2025-05-09,0.7642603783986656
2025-05-12,0.7749525243805697
2025-05-13,0.7759180572364709
2025-05-14,0.7728075060171694
2025-05-15,0.7735211348732899
2025-05-16,0.7728890480210373
2025-05-19,0.7730095417092496
2025-05-20,0.7740001427246901
2025-05-21,0.7701667593960383
2025-05-22,0.769865148031303
2025-05-23,0.7699424213447311
2025-05-27,0.7824408500208984
2025-05-28,0.7830450088036146
2025-05-29,0.7820545956220469
2025-05-30,0.7802136387011971
2025-06-02,0.7759532753885474
2025-06-03,0.7739131524577493
2025-06-04,0.7723780484394751
2025-06-05,0.7660540922074871
2025-06-06,0.766773508520976
2025-06-09,0.7693218869128765
2025-06-10,0.7677773204574168
2025-06-11,0.7609839386958465
2025-06-12,0.7627940339426038
2025-06-13,0.7667938221487521
2025-06-16,0.7648431498341536
2025-06-17,0.7648070221329638
2025-06-18,0.7643392125478856
2025-06-20,0.7582380971744479
2025-06-23,0.7550475088876303
2025-06-24,0.7527225557496647
2025-06-25,0.7494411033375578
2025-06-26,0.7486804777390988
2025-06-27,0.7439082779402868
2025-06-30,0.7401246673378463
2025-07-01,0.7389225150006927
2025-07-02,0.7355204167451015
2025-07-03,0.7375848555361352
2025-07-07,0.7076222305664424
2025-07-08,0.7148642007850938
2025-07-09,0.7123837301208867
2025-07-10,0.5384863410607879
2025-07-11,0.49438819655933436
2025-07-14,0.49446566394251573
2025-07-15,0.4959633575500411
2025-07-16,0.49377510217694515
2025-07-17,0.45998609714214617
2025-07-18,0.460643666871083
2025-07-21,0.457229096767961
2025-07-22,0.4244405187357762
2025-07-23,0.4087134406978053
2025-07-24,0.38090945066137005
2025-07-25,0.36174584179444763
2025-07-28,0.35143601149826503
2025-07-29,0.351510413467279
2025-07-30,0.35105690978118304
2025-07-31,0.31155748990275933
2025-08-01,0.3280495678489578
2025-08-04,0.352474607830048
2025-08-05,0.35108138353296775
2025-08-06,0.34230987262259405
2025-08-07,0.33201048040009384
2025-08-08,0.3507051329529081
2025-08-11,0.352768894921111
2025-08-12,0.35284146178018044
2025-08-13,0.2634262587716889
2025-08-14,0.2573323002926668
2025-08-15,0.25738080768659255
2025-08-18,0.25320833187775377
2025-08-19,0.2636005883828951
2025-08-20,0.2717886198869679
2025-08-21,0.27070937442325527
2025-08-22,0.28776435278623214
2025-08-25,0.2755578360697554
2025-08-26,0.2741692525749313
2025-08-27,0.27303831951230456
2025-08-28,0.23988967564008284
2025-08-29,0.24305661945203946
2025-09-02,0.2530441424201479
2025-09-03,0.24889718135934458
2025-09-04,0.2533406281661365
2025-09-05,0.25040865985522903
2025-09-08,0.23915488931428364
2025-09-09,0.2365995134018786
2025-09-10,0.22847541165093274
2025-09-11,0.22666121679272844
2025-09-12,0.22418002663275166
2025-09-15,0.22887597824902037
2025-09-16,0.2244638220517928
2025-09-17,0.21917390726728112
2025-09-18,0.2102285705320788
2025-09-19,0.21252007630296507
2025-09-22,0.20213642730630058
2025-09-23,0.214588492331048
2025-09-24,0.21503295227740768
2025-09-25,0.2171820194901025
2025-09-26,0.2211180397192545
2025-09-29,0.21978364057382882
2025-09-30,0.21699211080890782
2025-10-01,0.21785105689170456
2025-10-02,0.2101543676867827
2025-10-03,0.21101628855773943
2025-10-06,0.20881794432147877
2025-10-07,0.211782141829773
2025-10-08,0.2058763514126641
2025-10-09,0.20277969364474385
2025-10-10,0.2584409247854599
2025-10-13,0.2730202743676631
2025-10-14,0.27440636951778846
2025-10-15,0.2750021034458358
2025-10-16,0.2799820532896715
2025-10-17,0.28222809581086983
2025-10-20,0.28745004934521795
2025-10-21,0.2828311334177963
2025-10-22,0.2831336332135127
2025-10-23,0.28422802547962406
2025-10-24,0.28401973044685513
2025-10-27,0.3116976136698197
2025-10-28,0.30806797060146524
2025-10-29,0.30813024410753165
2025-10-30,0.309611240496774
2025-10-31,0.286028043673698
2025-11-03,0.29448649564699436
2025-11-04,0.30437681713999953
2025-11-05,0.29568134363170484
2025-11-06,0.30742607661742355
2025-11-07,0.30397343791457565
2025-11-10,0.3193445119203707
2025-11-11,0.3147783381588267
2025-11-12,0.3173252623349736
2025-11-13,0.3267136507652771
2025-11-14,0.326925963196154
